FrameCounter,RunTime,CameraPositionX,CameraPositionY,CameraPositionZ,CameraDirectionX,CameraDirectionY,CameraDirectionZ,CameraVelocityX,CameraVelocityY,CameraVelocityZ
1131,25.51353,0.1398402,0.8246188,0.07160477,23.92989,20.22727,17.3776,0.3304003,-0.04183216,-0.2700723
1132,25.53631,0.1468651,0.8247011,0.06553906,23.69158,24.09441,15.77997,0.3082867,0.003609693,-0.2661906
1133,25.55922,0.1539405,0.8242433,0.058668,23.50932,27.74393,14.18583,0.3088702,-0.01998335,-0.2999515
1134,25.58565,0.1606574,0.8239269,0.05197743,23.25479,31.7524,13.06045,0.2541383,-0.01197274,-0.2531415
1135,25.60571,0.1674145,0.8243227,0.04492355,23.38507,35.67242,12.28932,0.3368847,0.01973481,-0.3516799
1136,25.62749,0.1735749,0.8234656,0.03838799,23.4635,39.65779,12.2003,0.2828937,-0.03936017,-0.3001242
1137,25.64705,0.1803486,0.8235686,0.02990228,23.20734,42.63449,11.37943,0.3461739,0.005263671,-0.4336638
1138,25.67129,0.1862002,0.8233796,0.02245905,23.26809,46.09653,10.94861,0.241435,-0.0077959,-0.3071057
1139,25.69527,0.1913047,0.8232076,0.01480618,23.27703,49.44416,10.35552,0.2128883,-0.00717425,-0.3191719
1140,25.71418,0.1963339,0.8227414,0.007127307,23.1135,52.56067,10.11065,0.2659339,-0.0246533,-0.4060453
1141,25.73856,0.2009805,0.822626,-0.0004674122,23.16992,55.33576,9.93177,0.1905486,-0.004732108,-0.3114447
1142,25.75821,0.2049867,0.8220438,-0.008034453,22.87903,57.75053,10.15011,0.2039016,-0.02963001,-0.3851382
1143,25.78129,0.2088876,0.8221267,-0.01547833,23.03528,59.89265,9.875691,0.1690111,0.003592162,-0.3225134
1144,25.80749,0.2121433,0.8223026,-0.02253205,22.95341,62.17082,10.02695,0.1242669,0.006713654,-0.2692329
1145,25.82543,0.2159111,0.8219346,-0.02918237,22.53783,63.96259,10.41979,0.2100362,-0.02051768,-0.3707262
1146,25.84764,0.2192758,0.8220573,-0.03535753,22.03525,65.8745,10.30829,0.151501,0.005525914,-0.2780459
1147,25.87004,0.2223555,0.8222095,-0.04133879,21.46899,67.95157,10.00071,0.1374526,0.006791628,-0.2669531
1148,25.8959,0.2255841,0.8218088,-0.0470014,20.94328,70.03818,9.49782,0.1248525,-0.01549593,-0.2189733
1149,25.92122,0.2286598,0.8219622,-0.05274381,20.29173,71.84283,9.253157,0.1214896,0.00606259,-0.2268271
1150,25.9368,0.2320297,0.8223734,-0.05806607,19.61264,73.59492,9.038934,0.2162826,0.02638787,-0.3415838
1151,25.9587,0.2356268,0.8224319,-0.06331377,18.87254,75.15253,8.604692,0.1642919,0.00267336,-0.2396816
1152,25.98101,0.239103,0.8229758,-0.06806289,18.24335,77.04885,8.346775,0.1557572,0.02436757,-0.2127943
1153,26.00533,0.2428457,0.8236367,-0.07295292,17.53802,78.63474,8.141257,0.1538887,0.02717434,-0.2010654
1154,26.03285,0.246411,0.8243707,-0.07768208,16.83686,80.06322,8.202237,0.1295683,0.02667741,-0.1718612
1155,26.05365,0.2499882,0.8253109,-0.08245713,16.11575,81.26456,8.28917,0.1719968,0.04520703,-0.2295946
1156,26.06931,0.2536905,0.8266377,-0.08700734,15.26028,82.48111,8.248291,0.2364592,0.08473931,-0.2906109
1157,26.09451,0.2573347,0.8278337,-0.09144819,14.28793,83.86358,8.190248,0.1445886,0.04744967,-0.1761981
1158,26.11403,0.2607387,0.8292034,-0.09578831,13.27977,85.3371,8.197627,0.1744206,0.07018422,-0.2223883
1159,26.14058,0.2637617,0.8306965,-0.09996313,12.19598,86.79834,8.16318,0.1138289,0.05622038,-0.1571966
1160,26.1614,0.2665682,0.832216,-0.1040541,11.2222,88.20889,8.07337,0.1348553,0.07301404,-0.1965748
1161,26.18175,0.2686257,0.8333009,-0.1080131,10.11476,89.64579,8.146764,0.1011063,0.05331744,-0.1945502
1162,26.20276,0.2702885,0.8343238,-0.1116726,9.165451,91.13379,8.284963,0.0791262,0.04867036,-0.1741398
1163,26.22799,0.2714881,0.8348495,-0.1151108,8.325564,92.57581,8.591082,0.04755435,0.02084357,-0.1362996
1164,26.25171,0.2692964,0.8365612,-0.1183963,8.686693,93.85248,9.448586,-0.09239191,0.07215617,-0.1385043
1165,26.26998,0.2707777,0.8354561,-0.1206837,7.284491,95.20423,9.311494,0.08108426,-0.06049019,-0.1252088
1166,26.30057,0.2704073,0.8361216,-0.1226448,6.502924,96.65125,9.0156,-0.01210645,0.02175226,-0.06409952
1167,26.31589,0.2701462,0.8367664,-0.1246066,5.898264,97.69521,8.783853,-0.01704103,0.04208032,-0.128046
1168,26.33799,0.2699447,0.8368894,-0.1260994,5.406684,98.75665,8.974638,-0.009117954,0.005567064,-0.06755122
1169,26.36553,0.2685792,0.8366068,-0.1267395,5.285186,99.67126,9.052876,-0.04958016,-0.01026013,-0.02323894
1170,26.38339,0.2669751,0.8362644,-0.1268268,4.992258,100.4741,8.277173,-0.08979912,-0.01917045,-0.004890216
1171,26.40372,0.267798,0.8371583,-0.1267901,4.293718,101.5119,7.603108,0.04049389,0.04399169,0.0018083
1172,26.42587,0.2673498,0.8367376,-0.1267818,3.384704,103.1881,7.736416,-0.02022937,-0.01899051,0.0003726003
1173,26.4486,0.2656746,0.8356657,-0.1260877,3.190085,104.3504,7.872641,-0.07371973,-0.04716877,0.03054705
1174,26.47479,0.2650263,0.83465,-0.1265387,2.822007,105.1362,7.757101,-0.02474565,-0.03876902,-0.01721639
1175,26.49582,0.2651901,0.8332886,-0.1257625,2.468565,106.6354,8.001844,0.007792657,-0.06474794,0.03691732
1176,26.51742,0.2643893,0.8322982,-0.1246155,2.616036,108.602,8.916898,-0.03708022,-0.04585799,0.05311023
1177,26.53944,0.2631226,0.8303573,-0.1241222,2.114919,110.161,9.336028,-0.05750996,-0.08811591,0.02239565
1178,26.55981,0.2620292,0.8284985,-0.1232179,1.824563,112.1792,9.707498,-0.05368368,-0.09126826,0.04439912
1179,26.58738,0.2609563,0.8264912,-0.122717,1.516273,114.3763,9.734981,-0.03892142,-0.07281577,0.01817205
1180,26.60322,0.2593264,0.8248419,-0.1223682,1.352612,116.6819,9.927122,-0.1029079,-0.1041328,0.02202252
1181,26.62569,0.2584001,0.8232718,-0.1223597,0.9718806,119.0132,9.823148,-0.04122019,-0.06986823,0.0003766338
1182,26.6388,0.2577142,0.8229026,-0.1229317,0.6724079,120.2478,9.276149,-0.0522924,-0.02815045,-0.04361411
1183,26.65973,0.2555904,0.8218567,-0.1235235,0.09243491,122.7629,8.446954,-0.101487,-0.0499738,-0.02827795
1184,26.68249,0.2527331,0.8204229,-0.1242822,359.7316,125.5575,7.767707,-0.1255395,-0.06299757,-0.03333456
1185,26.70839,0.2495722,0.8195087,-0.1259964,359.3304,128.4355,6.880567,-0.1220428,-0.03529807,-0.06618676
1186,26.72879,0.2457028,0.8190929,-0.1282322,359.111,131.347,5.579877,-0.1897019,-0.02038526,-0.1096132
1187,26.74826,0.241495,0.8188336,-0.1305635,358.8954,134.2333,4.423687,-0.2161369,-0.01331807,-0.1197478
1188,26.7616,0.2392073,0.8186717,-0.1317479,358.6517,136.0162,3.563469,-0.1714863,-0.0121354,-0.08878592
1189,26.78139,0.2347053,0.8181647,-0.1342007,358.4318,139.2896,2.195694,-0.2274584,-0.02561554,-0.1239234
1190,26.79574,0.2323827,0.8178563,-0.1351831,358.514,141.4712,1.294467,-0.1618703,-0.02149242,-0.06846504
1191,26.81896,0.2274601,0.8174514,-0.1377977,358.6964,145.2768,359.7182,-0.2119628,-0.01743697,-0.1125857
1192,26.8372,0.2223364,0.8172985,-0.140382,358.953,149.0033,358.1552,-0.2809028,-0.008378647,-0.1416805
1193,26.85545,0.2197964,0.8173975,-0.1416055,359.1899,150.9066,357.3712,-0.1391798,0.005421718,-0.06704477
1194,26.87135,0.2145085,0.8173053,-0.1437981,359.6584,154.4204,355.9536,-0.332664,-0.005800786,-0.1379308
1195,26.89325,0.2096552,0.8165773,-0.1462637,359.919,157.7574,354.4926,-0.2215499,-0.03323084,-0.1125544
1196,26.90642,0.2078202,0.8163685,-0.1473037,0.08472031,159.05,354.103,-0.1393284,-0.01585807,-0.0789713
1197,26.93055,0.2036081,0.8167049,-0.1489581,0.5338811,161.6927,353.3082,-0.1745601,0.01394159,-0.06856178
1198,26.94886,0.2006215,0.8168569,-0.1501777,1.165108,164.2941,352.6228,-0.1631273,0.008301646,-0.06661338
1199,26.96221,0.1991845,0.8170811,-0.1507532,1.294714,164.8989,352.4016,-0.1076921,0.01680424,-0.04312956
1200,26.98302,0.1977269,0.816515,-0.1526275,1.638204,166.1266,351.8429,-0.07001117,-0.02719308,-0.09002662
1201,27.00488,0.1959146,0.8168377,-0.1537658,2.091455,167.0053,351.2982,-0.08291858,0.01476732,-0.05208174
1202,27.02073,0.1952617,0.8171462,-0.1542352,1.895038,166.6961,351.4968,-0.04119968,0.01946684,-0.02962244
1203,27.04363,0.1948868,0.8177888,-0.1548465,1.835881,166.8699,351.5908,-0.01637208,0.02806383,-0.02669591
1204,27.06058,0.1948404,0.8181055,-0.1554129,1.698758,167.0729,351.7846,-0.00273688,0.01867828,-0.03340505
1205,27.07394,0.1943563,0.8183854,-0.1560221,1.587626,166.5977,351.9908,-0.03624563,0.02095084,-0.0456088
1206,27.09425,0.194256,0.8186284,-0.1572002,1.571794,166.6705,352.4381,-0.004933979,0.01196596,-0.05799809
1207,27.10659,0.1936605,0.8184358,-0.1571266,1.484841,166.5468,352.5627,-0.04827734,-0.01561534,0.005966875
1208,27.12808,0.1928545,0.8183749,-0.1573395,1.335094,166.7084,352.8027,-0.03750305,-0.002831832,-0.009904478
1209,27.14498,0.1921404,0.8186184,-0.1576872,1.285924,167.2245,352.7309,-0.0422554,0.01440463,-0.02058056
1210,27.16088,0.1903503,0.818971,-0.1583229,1.4382,167.9881,353.4923,-0.1126012,0.02218431,-0.03998669
1211,27.17638,0.1891219,0.8183787,-0.1583128,1.679962,168.6055,353.6584,-0.07920881,-0.03819487,0.0006543245
1212,27.19402,0.1869412,0.8184724,-0.158939,1.710256,169.5885,353.6929,-0.1236833,0.005314258,-0.03551628
1213,27.20657,0.1853699,0.8182564,-0.1597017,1.939311,170.5343,354.0754,-0.1251626,-0.01720127,-0.06075162
1214,27.22765,0.1826926,0.8181259,-0.1607746,2.078451,171.7494,354.2335,-0.1269796,-0.006191198,-0.05088868
1215,27.24092,0.181492,0.8182833,-0.1611319,2.195148,172.5797,354.4139,-0.09049854,0.01186476,-0.02692595
1216,27.26772,0.1787471,0.8184315,-0.1618169,2.552413,174.0714,354.6206,-0.1024401,0.005530146,-0.0255658
1217,27.28317,0.1757589,0.8181127,-0.1628774,3.050645,176.1578,354.6518,-0.1933943,-0.02063017,-0.06863736
1218,27.29583,0.1736699,0.8182935,-0.1639279,3.207102,177.0087,354.8721,-0.164971,0.01427173,-0.08295324
1219,27.31841,0.1715789,0.8187749,-0.1651003,3.687604,178.9911,354.6132,-0.09259132,0.02132073,-0.05191617
1220,27.34381,0.1685746,0.8194229,-0.1664859,4.104656,180.8294,354.7941,-0.1182793,0.02551016,-0.05455315
1221,27.36409,0.1657391,0.8200979,-0.167774,4.298881,182.3725,354.9291,-0.1398263,0.03328395,-0.06351551
1222,27.3832,0.1633091,0.8210586,-0.169451,4.528618,183.8131,355.0421,-0.127148,0.05027133,-0.0877495
1223,27.40505,0.1607611,0.8221194,-0.1708578,4.64794,185.316,355.0974,-0.1166275,0.04855563,-0.06439481
1224,27.41791,0.1597741,0.8223512,-0.1709161,4.312726,185.8361,355.2706,-0.07677019,0.01802867,-0.004529187
1225,27.43806,0.157836,0.8234063,-0.1716592,4.361862,187.0258,355.486,-0.0961671,0.05235543,-0.03687683
1226,27.45143,0.1574124,0.8239925,-0.1726559,4.167476,187.2836,355.588,-0.03167901,0.04383291,-0.07453354
1227,27.47683,0.1560738,0.8248593,-0.1736654,3.86942,187.8866,355.8782,-0.05271061,0.03413465,-0.03975198
1228,27.49682,0.1551571,0.8257143,-0.1744773,3.529349,188.3362,356.1862,-0.04584367,0.04275563,-0.0406013
1229,27.51675,0.1544853,0.8267684,-0.1753089,3.251967,188.9043,356.3242,-0.03372277,0.05291108,-0.04174321
1230,27.52967,0.1537534,0.827131,-0.1754606,3.000848,189.1324,356.4952,-0.05662564,0.02805398,-0.0117372
1231,27.55003,0.1527091,0.8279759,-0.1757096,2.554029,189.6048,356.7886,-0.05129433,0.04150272,-0.01223109
1232,27.5635,0.1524883,0.8281544,-0.1756653,2.364538,189.8381,356.9148,-0.01639032,0.0132494,0.003292442
1233,27.58782,0.1518975,0.828604,-0.1759268,2.034918,190.4903,357.1931,-0.02429725,0.0184892,-0.01075575
1234,27.60598,0.1512096,0.829174,-0.175858,1.630999,191.1055,357.5328,-0.03787762,0.03138457,0.003786859
1235,27.62171,0.1508613,0.8293523,-0.1759562,1.420655,191.3324,357.7248,-0.02214078,0.01133229,-0.006241096
1236,27.63838,0.1506285,0.8297039,-0.1759844,1.102052,191.8808,358.0148,-0.01396558,0.02110037,-0.001689817
1237,27.65335,0.1507942,0.8298685,-0.1760185,0.9832917,192.1099,358.1897,0.01106431,0.01099264,-0.002281341
1238,27.67333,0.1512235,0.8303226,-0.1756972,0.7314494,192.3923,358.4821,0.02149072,0.02273188,0.01608372
1239,27.69862,0.1519812,0.8307588,-0.1757011,0.5405077,192.537,358.7145,0.02995744,0.01724276,-0.0001537639
1240,27.71723,0.1529498,0.8311315,-0.1756675,0.3695582,192.5465,358.9433,0.05203743,0.02002524,0.00180541
1241,27.73047,0.1537082,0.8311924,-0.1756653,0.3290397,192.1738,358.963,0.05730743,0.004602608,0.0001677565
1242,27.75034,0.1552353,0.8315551,-0.175684,0.1723755,191.7632,359.0955,0.07682804,0.01824741,-0.0009416083
1243,27.76332,0.1561574,0.8317817,-0.175738,0.1926104,191.0618,359.235,0.0710624,0.01746931,-0.004164064
1244,27.78453,0.1581154,0.8322253,-0.1754421,0.149947,190.0987,359.4054,0.09229947,0.02091013,0.01394969
1245,27.81007,0.160361,0.8327313,-0.1749299,0.1920314,188.7495,359.3998,0.08793541,0.01981337,0.02005553
1246,27.83143,0.1626795,0.8334568,-0.1743062,0.4086828,187.2523,359.323,0.1085524,0.03396812,0.02920583
1247,27.85066,0.1649395,0.8343176,-0.1735248,0.6117591,185.789,359.0617,0.1174865,0.04474777,0.0406188
1248,27.86329,0.1660835,0.8347102,-0.1730912,0.8743829,184.9662,358.7077,0.09064956,0.03110832,0.03435989
1249,27.88538,0.1682429,0.8350711,-0.1716402,1.227234,183.2121,358.2534,0.09773955,0.0163386,0.0656768
1250,27.91292,0.1709621,0.8351554,-0.1699915,1.616705,181.1923,357.7057,0.09874388,0.0030605,0.0598686
1251,27.92937,0.1739561,0.83521,-0.1681499,2.212009,179.0335,357.0411,0.1820129,0.003315602,0.1119613
1252,27.95039,0.1772159,0.8348725,-0.1662522,2.858405,176.8564,356.296,0.1550184,-0.01604875,0.09024306
1253,27.96365,0.1793681,0.8345152,-0.1652208,3.426535,175.4029,355.5789,0.1623795,-0.02695981,0.07781471
1254,27.98905,0.183434,0.8333399,-0.1633368,4.001057,172.9141,354.2759,0.160087,-0.04627187,0.07418003
1255,28.01096,0.1875008,0.8326908,-0.1603951,5.051789,170.0212,353.3943,0.1856181,-0.02962588,0.1342611
1256,28.02884,0.1921354,0.8313013,-0.1577618,5.849056,167.1405,352.3847,0.2591817,-0.07770666,0.14727
1257,28.04417,0.1944624,0.8307487,-0.1565254,6.226155,165.2922,351.8449,0.1517491,-0.03603856,0.08062033
1258,28.06164,0.199721,0.8293767,-0.1539993,6.839095,162.0788,350.6463,0.301114,-0.07856187,0.144649
1259,28.07432,0.2027,0.8284287,-0.152905,6.926722,160.1705,350.1106,0.2347908,-0.07471437,0.0862546
1260,28.09825,0.2084619,0.8278458,-0.1506649,6.922316,156.4227,349.2655,0.2408056,-0.0243623,0.09361673
1261,28.12197,0.2145715,0.8273393,-0.14836,6.491436,152.474,348.684,0.2576365,-0.02135949,0.09719597
1262,28.14337,0.2209335,0.8270185,-0.1460295,6.014383,148.2325,348.4013,0.2972308,-0.0149873,0.1088821
1263,28.16295,0.2271684,0.8269523,-0.1433749,5.266189,143.918,348.6856,0.3183896,-0.003381587,0.1355587
1264,28.18827,0.2328466,0.8272467,-0.1403775,4.453442,139.528,349.0456,0.2242899,0.01163075,0.1183959
1265,28.20911,0.2382778,0.8279344,-0.1373279,3.426836,135.188,349.694,0.2606154,0.03299755,0.1463353
1266,28.2431,0.2432829,0.8286793,-0.1344455,2.669089,130.9188,350.5138,0.1472647,0.02191832,0.0848094
1267,28.26244,0.2497615,0.8297102,-0.1305346,1.86478,124.6674,351.7548,0.334913,0.05329015,0.2021714
1268,28.28567,0.253632,0.8299956,-0.1279032,1.324842,120.5931,352.1561,0.16662,0.01228549,0.1132816
1269,28.31178,0.2570837,0.8303144,-0.1249848,0.8691735,117.0413,352.1567,0.1322075,0.01221188,0.1117824
1270,28.33347,0.2595178,0.8309501,-0.121791,0.9320533,113.7764,351.8544,0.1122219,0.02930718,0.1472435
1271,28.35185,0.2615136,0.8313531,-0.1186725,0.8620169,110.8194,351.5153,0.1085757,0.02192721,0.1696602
1272,28.37412,0.2626444,0.8317558,-0.1156633,0.579589,108.2322,351.2537,0.05077155,0.01808042,0.1351067
1273,28.39721,0.2634436,0.8321909,-0.1123579,0.3763162,105.8537,350.6321,0.03460909,0.01883827,0.1431285
1274,28.41973,0.264851,0.8323767,-0.1097755,0.08342951,103.5546,350.107,0.0625053,0.008253918,0.1146912
1275,28.44617,0.265498,0.8329288,-0.1069167,359.5488,101.5995,350.0204,0.02447755,0.02088444,0.1081478
1276,28.46636,0.2664211,0.8335645,-0.1045138,359.387,99.65449,349.7633,0.04570191,0.03147724,0.1189752
1277,28.48948,0.2673897,0.8335452,-0.1024597,359.0208,97.56053,349.2766,0.04190347,-0.000835465,0.08886421
1278,28.50749,0.2676868,0.8339883,-0.1003895,358.0496,95.73303,349.4871,0.01649535,0.02460156,0.1149388
1279,28.5306,0.2685117,0.8350577,-0.09893815,357.1647,94.07151,350.6157,0.03570084,0.04628044,0.06280889
1280,28.55712,0.2693091,0.8355671,-0.0970795,356.6249,92.31335,350.9891,0.03006554,0.01920535,0.0700855
1281,28.57812,0.2693478,0.8358551,-0.09547845,356.2781,90.62745,351.2686,0.001844244,0.01371266,0.07621337
1282,28.59694,0.2690051,0.8356352,-0.09384611,356.0342,89.04387,351.1212,-0.01821439,-0.0116847,0.08674362
1283,28.62155,0.2679984,0.8354847,-0.0915374,355.8001,87.74371,350.8676,-0.04090497,-0.006115342,0.09380994
1284,28.64253,0.2674204,0.8352828,-0.089517,355.7761,86.69028,350.8833,-0.02755222,-0.009625875,0.09630634
1285,28.66863,0.267474,0.8348154,-0.08770189,355.9034,85.37166,350.2909,0.002056462,-0.01790641,0.06954404
1286,28.69052,0.2671304,0.8341137,-0.0860334,355.7985,84.02023,349.7951,-0.01569988,-0.03205875,0.07622565
1287,28.7075,0.2667175,0.8336369,-0.08534077,355.3197,82.66548,350.2227,-0.02430692,-0.02807061,0.04077941
1288,28.73003,0.2668614,0.8337966,-0.08463657,354.5489,81.17797,351.093,0.006386272,0.007086156,0.03126191
1289,28.75295,0.267677,0.8342674,-0.0836598,354.141,79.61364,351.4398,0.03559223,0.02054723,0.0426225
1290,28.77941,0.2677432,0.8342133,-0.08282992,353.2504,78.06867,351.5376,0.002501306,-0.002045193,0.03136037
1291,28.79771,0.2675062,0.8343757,-0.08183603,352.8006,76.59763,351.7548,-0.01294973,0.008874141,0.05430241
1292,28.81982,0.2668344,0.8343673,-0.08058688,352.7415,75.33472,352.1178,-0.03038067,-0.0003827741,0.0564922
1293,28.842,0.2656164,0.834052,-0.07974514,352.5168,74.2279,353.1601,-0.05493886,-0.01422165,0.03796563
1294,28.86511,0.2638588,0.8339381,-0.07830384,352.4406,73.39291,354.3689,-0.07603505,-0.004927696,0.06235302
1295,28.89293,0.2631184,0.8330642,-0.07774745,352.4141,71.90588,354.0762,-0.02661478,-0.03141069,0.01999938
1296,28.90858,0.262089,0.8337216,-0.0768453,352.6035,70.84122,355.4357,-0.06578156,0.04201076,0.0576529
1297,28.93368,0.261408,0.8337873,-0.07622011,352.5724,69.62067,355.9986,-0.0271271,0.002618808,0.0249036
1298,28.95401,0.260457,0.8335322,-0.07525973,352.4553,68.64923,356.0943,-0.04677825,-0.01255101,0.04723854
1299,28.97648,0.2599928,0.8334094,-0.07391059,352.2966,67.7934,355.7146,-0.02066177,-0.005462582,0.06005059
1300,29.00371,0.2596347,0.8329893,-0.07233486,352.0282,66.87593,354.9724,-0.01314851,-0.01542583,0.05786109
1301,29.02056,0.2600192,0.8323094,-0.07093775,351.6924,65.85612,354.7978,0.02281844,-0.04035191,0.08291695
1302,29.04258,0.2603391,0.8317666,-0.06943881,351.4472,64.65726,355.0119,0.0145272,-0.02465509,0.06808238
1303,29.06706,0.2599142,0.8314971,-0.06764449,351.1248,63.18993,355.06,-0.01735367,-0.0110075,0.07329477
1304,29.0918,0.2594117,0.8306593,-0.06583678,350.5126,61.48022,355.0482,-0.02031057,-0.0338638,0.07306211
1305,29.11371,0.2588414,0.8292716,-0.06397539,350.2733,59.72867,355.5291,-0.02603758,-0.06335173,0.08497965
1306,29.13178,0.2583491,0.8283275,-0.06220342,350.4371,57.59026,356.4123,-0.0272411,-0.05224274,0.09804955
1307,29.15483,0.2572401,0.8279535,-0.06003808,350.2795,54.95943,357.6711,-0.0480978,-0.01622218,0.09391642
1308,29.17794,0.2538418,0.8268262,-0.05735106,349.8114,52.39688,358.2401,-0.1471036,-0.04879716,0.1163122
1309,29.20078,0.2511935,0.8246012,-0.05565463,349.7113,49.61175,359.4349,-0.1159266,-0.09739762,0.0742605
1310,29.22617,0.2483927,0.8226656,-0.05295799,350.2012,46.56236,0.432582,-0.1102981,-0.07622483,0.106198
1311,29.24744,0.2455692,0.8211995,-0.05016507,350.4697,43.2855,1.616111,-0.1327768,-0.06894676,0.1313387
1312,29.26512,0.2417234,0.8197702,-0.04738737,350.6466,40.01119,2.812579,-0.2175606,-0.08085617,0.1571336
1313,29.28821,0.2378392,0.8175222,-0.04484223,350.8683,36.87959,4.054301,-0.1682159,-0.09735616,0.1102252
1314,29.31253,0.2341523,0.8146368,-0.0420846,351.3055,33.64688,4.808578,-0.1515697,-0.1186192,0.113369
1315,29.3361,0.2313616,0.812401,-0.03960924,351.9132,30.41028,6.365858,-0.118409,-0.09486273,0.1050256
1316,29.35684,0.2275829,0.8109232,-0.03665313,352.0445,27.21163,6.828699,-0.1821856,-0.0712508,0.1425284
1317,29.37706,0.2237033,0.8090142,-0.03428435,352.3257,24.54284,7.176802,-0.1919078,-0.09443108,0.1171733
1318,29.40206,0.2202742,0.8063352,-0.03225215,352.4718,22.07155,7.753614,-0.137158,-0.1071531,0.08128326
1319,29.4243,0.2172786,0.8036005,-0.03055239,352.5254,19.56203,8.120564,-0.1346959,-0.1229631,0.07642891
1320,29.44677,0.2146146,0.8008846,-0.02896304,353.0509,17.42223,8.247369,-0.1185221,-0.1208365,0.07071277
1321,29.46689,0.210956,0.7978021,-0.02777116,353.8767,15.81264,7.947453,-0.1818337,-0.1532017,0.05923677
1322,29.48961,0.2081944,0.7962141,-0.02625729,354.1171,13.89,8.352507,-0.1215795,-0.06991036,0.06664717
1323,29.51164,0.2051209,0.7950078,-0.02431264,354.1438,11.70849,8.61013,-0.1395257,-0.05476394,0.08828095
1324,29.53311,0.2019473,0.793295,-0.02243282,353.7836,9.192425,8.669349,-0.1477818,-0.07975841,0.08753622
1325,29.56085,0.1985401,0.7919311,-0.02114915,353.5773,6.529138,8.590718,-0.122852,-0.04917561,0.04628353
1326,29.57953,0.1952453,0.7902859,-0.02035058,353.6358,4.146563,8.776525,-0.1763591,-0.08806151,0.04274482
1327,29.59886,0.1916208,0.7886329,-0.02014167,353.3282,2.011804,8.83794,-0.1875293,-0.08552502,0.01080878
1328,29.62509,0.1889177,0.7870216,-0.02013701,353.1891,0.08625827,9.249414,-0.1030572,-0.06143197,0.000177673
1329,29.64386,0.1863426,0.7862703,-0.01998386,352.9198,358.1421,9.773312,-0.1371465,-0.04001168,0.008157035
1330,29.67101,0.1834351,0.7857065,-0.01971639,352.3646,356.628,10.07078,-0.1071015,-0.0207682,0.009852352
1331,29.68797,0.1813202,0.7851851,-0.02038631,352.2368,355.7733,10.51359,-0.1247276,-0.03075084,-0.03950849
1332,29.71337,0.1798972,0.7850264,-0.02066921,351.8282,355.5201,10.70301,-0.0560197,-0.006246245,-0.01113668
1333,29.73337,0.1788204,0.7855903,-0.02053347,350.9543,355.2599,10.61835,-0.05383741,0.02819235,0.006786671
1334,29.75971,0.1783264,0.7870305,-0.02044566,349.8231,355.1248,10.80263,-0.01875158,0.05466318,0.003332883
1335,29.78353,0.1779879,0.788712,-0.02082511,348.4305,355.5512,10.78219,-0.01421342,0.07060909,-0.01593324
1336,29.80272,0.1780719,0.7903513,-0.02107211,346.9493,356.099,10.79501,0.004381864,0.08542267,-0.0128711
1337,29.82748,0.1782367,0.7929664,-0.02162515,345.1101,356.7296,10.7965,0.006654223,0.1055963,-0.02233165
1338,29.84652,0.1788997,0.7950744,-0.02226808,342.9712,357.2886,10.68179,0.03482554,0.1107323,-0.03377208
1339,29.8738,0.1797767,0.7972201,-0.02342291,340.9213,357.8766,10.48445,0.03214858,0.07865814,-0.04233435
1340,29.89875,0.1803993,0.7995557,-0.02499129,338.5689,358.6452,10.1631,0.0249552,0.09361859,-0.06286554
1341,29.92496,0.1814651,0.8034331,-0.02788381,335.2234,359.7931,9.60706,0.04066582,0.14794,-0.1103643
1342,29.94717,0.1822882,0.8061292,-0.03000223,332.9667,0.5217681,9.142268,0.03705102,0.121354,-0.09535184
1343,29.97063,0.1831808,0.8081421,-0.03186838,330.5226,1.265967,8.724128,0.03805489,0.08582123,-0.07956431
1344,29.99023,0.1835651,0.8092964,-0.03400264,328.1094,2.542827,8.141434,0.0196107,0.05889903,-0.1089017
1345,30.02952,0.1846475,0.8114685,-0.03626654,325.8139,3.453014,7.588818,0.02754302,0.05527411,-0.05761003
1346,30.06708,0.1854717,0.815259,-0.04157318,321.1885,5.324308,6.489575,0.0219434,0.1009198,-0.1412861
1347,30.09608,0.1865938,0.8177872,-0.04704555,316.649,6.96811,5.390468,0.03869459,0.087181,-0.1887068
1348,30.12712,0.1871495,0.8193377,-0.04953175,314.4209,7.236196,5.26183,0.01790035,0.04995008,-0.08009133
1349,30.14658,0.186689,0.8209475,-0.05252913,312.6241,7.580431,5.255672,-0.02366496,0.08273698,-0.1540526
1350,30.17021,0.1857586,0.8223802,-0.05454858,310.4874,7.746071,5.518907,-0.03938163,0.06063817,-0.08547441
1351,30.18945,0.1849611,0.8233609,-0.05713151,308.5201,7.57101,6.109603,-0.04145443,0.05098032,-0.1342652
1352,30.21728,0.1841551,0.8241358,-0.06000935,306.7702,7.207474,6.791503,-0.0289621,0.0278425,-0.1034076
1353,30.24956,0.1827468,0.8253222,-0.06437658,303.9521,6.905289,7.62359,-0.04362094,0.0367482,-0.1352761
1354,30.26749,0.1818269,0.8264587,-0.06698781,302.2039,6.785839,8.102701,-0.05130438,0.06338421,-0.1456265
1355,30.29011,0.1810393,0.8269987,-0.07025079,300.3872,6.584724,8.48804,-0.0348245,0.02387566,-0.1442815
1356,30.31308,0.1801799,0.8269713,-0.07348279,298.4362,6.488301,8.757283,-0.03741476,-0.001191045,-0.1407038
1357,30.33312,0.1795101,0.8270065,-0.07643042,296.4733,5.902814,9.498324,-0.03341968,0.001754783,-0.1470835
